,xdp-mptm-main,bcc,ingress-node-firewall-master,ebpf-ratelimiter-main,bpf-filter-master,cilium,katran,ebpf-samples,xdp-mptm-main_count,bcc_count,ingress-node-firewall-master_count,ebpf-ratelimiter-main_count,bpf-filter-master_count,cilium_count,katran_count,ebpf-samples_count
to_host,[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0
jhash_2words,[],[],[],[],[],"['sched_act', 'flow_dissector', 'cgroup_sysctl', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'cgroup_device', 'lwt_in', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']","['sched_act', 'flow_dissector', 'cgroup_sysctl', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'lwt_in', 'cgroup_device', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",[],0,0,0,0,0,23,23,0
tail_handle_nat_fwd_ipv4,[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0
__swab16s,[],[],[],[],[],"['sched_act', 'flow_dissector', 'cgroup_sysctl', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'cgroup_device', 'lwt_in', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",[],[],0,0,0,0,0,23,0,0
ipv6_addr_in_net,[],[],[],[],[],"['sched_act', 'flow_dissector', 'cgroup_sysctl', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'cgroup_device', 'lwt_in', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",[],[],0,0,0,0,0,23,0,0
ipv4_extract_tuple,[],[],[],[],[],"['sched_act', 'sched_cls', 'xdp']",[],[],0,0,0,0,0,3,0,0
l3_csum_replace,[],[],[],[],[],"['sched_act', 'sched_cls', 'lwt_xmit']",[],[],0,0,0,0,0,3,0,0
sock4_post_bind,[],[],[],[],[],"['sched_act', 'lwt_xmit', 'sched_cls', 'lwt_out', 'lwt_in', 'lwt_seg6local']",[],[],0,0,0,0,0,6,0,0
__be64_to_cpup,[],[],[],[],[],"['sched_act', 'flow_dissector', 'cgroup_sysctl', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'cgroup_device', 'lwt_in', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",[],[],0,0,0,0,0,23,0,0
reallocate_invalidates,[],[],[],[],[],[],[],"['sched_cls', 'lwt_xmit', 'sched_act', 'sk_skb']",0,0,0,0,0,0,0,4
ipv6_extract_tuple,[],[],[],[],[],"['sched_act', 'sched_cls', 'xdp']",[],[],0,0,0,0,0,3,0,0
sock4_sendmsg,[],[],[],[],[],"['sched_act', 'sched_cls']",[],[],0,0,0,0,0,2,0,0
tail_ipv4_to_endpoint,[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0
tail_ipv6_policy,[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0
foo,[],[],[],[],[],[],[],"['sched_act', 'cgroup_sysctl', 'flow_dissector', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'lwt_in', 'cgroup_device', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",0,0,0,0,0,0,0,23
__cpu_to_be16p,[],[],[],[],[],"['sched_act', 'flow_dissector', 'cgroup_sysctl', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'cgroup_device', 'lwt_in', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",[],[],0,0,0,0,0,23,0,0
tail_nodeport_ipv4_dsr,[],[],[],[],[],['xdp'],[],[],0,0,0,0,0,1,0,0
ct4_cilium_dbg_tuple,[],[],[],[],[],"['sched_act', 'flow_dissector', 'cgroup_sysctl', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'cgroup_device', 'lwt_in', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",[],[],0,0,0,0,0,23,0,0
_send_drop_notify,[],[],[],[],[],"['sched_act', 'flow_dissector', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'lwt_in', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",[],[],0,0,0,0,0,21,0,0
ingress_node_firewall_process,[],[],['xdp'],[],[],[],[],[],0,0,1,0,0,0,0,0
tail_icmp6_handle_ns,[],[],[],[],[],['xdp'],[],[],0,0,0,0,0,1,0,0
__le32_to_cpup,[],[],[],[],[],"['sched_act', 'flow_dissector', 'cgroup_sysctl', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'cgroup_device', 'lwt_in', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",[],[],0,0,0,0,0,23,0,0
__cpu_to_be32p,[],[],[],[],[],"['sched_act', 'flow_dissector', 'cgroup_sysctl', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'cgroup_device', 'lwt_in', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",[],[],0,0,0,0,0,23,0,0
xdp_val,[],[],[],[],[],[],['xdp'],[],0,0,0,0,0,0,1,0
__fswahw32,[],[],[],[],[],"['sched_act', 'flow_dissector', 'cgroup_sysctl', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'cgroup_device', 'lwt_in', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",[],[],0,0,0,0,0,23,0,0
RAW_TRACEPOINT_PROBE,[],"['sched_act', 'flow_dissector', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'lwt_in', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",[],[],[],[],[],[],0,21,0,0,0,0,0,0
ipv4_l4_csum,[],[],[],[],[],[],"['sched_act', 'lwt_xmit', 'sched_cls', 'lwt_out', 'xdp', 'lwt_in', 'lwt_seg6local']",[],0,0,0,0,0,0,7,0
__cpu_to_le32p,[],[],[],[],[],"['sched_act', 'flow_dissector', 'cgroup_sysctl', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'cgroup_device', 'lwt_in', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",[],[],0,0,0,0,0,23,0,0
bpf_sockmap,[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0
sock4_connect,[],[],[],[],[],"['sched_act', 'sched_cls']",[],[],0,0,0,0,0,2,0,0
combine_ports,[],[],[],[],[],"['sched_act', 'flow_dissector', 'cgroup_sysctl', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'cgroup_device', 'lwt_in', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",[],[],0,0,0,0,0,23,0,0
main,[],[],[],['cgroup_sysctl'],[],"['sched_act', 'flow_dissector', 'cgroup_sysctl', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'cgroup_device', 'lwt_in', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",[],[],0,0,0,1,0,23,0,0
sock6_connect,[],[],[],[],[],"['sched_act', 'sched_cls']",[],[],0,0,0,0,0,2,0,0
tail_handle_ipv4_from_host,[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0
mptm_encap,['xdp'],[],[],[],[],[],[],[],1,0,0,0,0,0,0,0
callee,[],[],[],[],[],[],[],"['sched_act', 'cgroup_sysctl', 'flow_dissector', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'lwt_in', 'cgroup_device', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",0,0,0,0,0,0,0,23
l4_csum_replace,[],[],[],[],[],"['sched_act', 'sched_cls', 'lwt_xmit']",[],[],0,0,0,0,0,3,0,0
handle_to_container,[],[],[],[],[],"['sched_act', 'sched_cls', 'xdp']",[],[],0,0,0,0,0,3,0,0
ipv6_load_paylen,[],[],[],[],[],"['sched_act', 'flow_dissector', 'cgroup_sysctl', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'cgroup_device', 'lwt_in', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",[],[],0,0,0,0,0,23,0,0
hc_encap_gue,[],[],[],[],[],[],"['sched_act', 'flow_dissector', 'cgroup_sysctl', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'lwt_in', 'cgroup_device', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",[],0,0,0,0,0,0,23,0
tail_icmp6_send_time_exceeded,[],[],[],[],[],['xdp'],[],[],0,0,0,0,0,1,0,0
gue_encap_v6,[],[],[],[],[],[],"['sched_act', 'lwt_xmit', 'sched_cls', 'xdp', 'lwt_out', 'lwt_in', 'lwt_seg6local']",[],0,0,0,0,0,0,7,0
tail_handle_ipv6_from_host,[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0
hello,[],"['sched_act', 'cgroup_sysctl', 'flow_dissector', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'lwt_in', 'cgroup_device', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",[],[],[],[],[],[],0,23,0,0,0,0,0,0
tail_handle_ipv4_cont,[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0
__revalidate_data_pull,[],[],[],[],[],"['sched_act', 'flow_dissector', 'cgroup_sysctl', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'cgroup_device', 'lwt_in', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",[],[],0,0,0,0,0,23,0,0
tail_nodeport_nat_ipv4,[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0
mptm_decap,['xdp'],[],[],[],[],[],[],[],1,0,0,0,0,0,0,0
bpf_xdp_entry,[],[],[],[],[],"['sched_act', 'sched_cls', 'xdp']",[],[],0,0,0,0,0,3,0,0
bpf_redir_proxy,[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0
sock4_pre_bind,[],[],[],[],[],"['sched_act', 'sched_cls']",[],[],0,0,0,0,0,2,0,0
handle_lxc_traffic,[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0
func,[],[],[],[],[],[],[],"['sched_act', 'cgroup_sysctl', 'flow_dissector', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'lwt_in', 'cgroup_device', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",0,0,0,0,0,0,0,23
bpf_filter,[],[],[],[],"['sched_act', 'sched_cls']",[],[],[],0,0,0,0,2,0,0,0
encap_v4,[],[],[],[],[],[],"['sched_act', 'flow_dissector', 'cgroup_sysctl', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'lwt_in', 'cgroup_device', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",[],0,0,0,0,0,0,23,0
sock4_getpeername,[],[],[],[],[],"['sched_act', 'sched_cls']",[],[],0,0,0,0,0,2,0,0
__fswab16,[],[],[],[],[],"['sched_act', 'flow_dissector', 'cgroup_sysctl', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'cgroup_device', 'lwt_in', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",[],[],0,0,0,0,0,23,0,0
__bpf_no_builtin_memcmp,[],[],[],[],[],"['sched_act', 'flow_dissector', 'cgroup_sysctl', 'kprobe', 'cgroup_sock', 'lwt_seg6local', 'raw_tracepoint', 'xdp', 'cgroup_sock_addr', 'sk_msg', 'sock_ops', 'sk_skb', 'sched_cls', 'lwt_out', 'socket_filter', 'perf_event', 'lwt_xmit', 'cgroup_skb', 'cgroup_device', 'lwt_in', 'sk_reuseport', 'raw_tracepoint_writable', 'tracepoint']",[],[],0,0,0,0,0,23,0,0
to_overlay,[],[],[],[],[],"['sched_act', 'sched_cls']",[],[],0,0,0,0,0,2,0,0
